Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Orangutan_ID,First_Urine_Day,Dirt_Fecal,CAMP/LAB_specgravitymeter,Site,Species,Age_Class,Creatinine_Result,CV,Status
59,3624,27-Oct-09,Neneng,8:53:00 AM,Wodan,FALSE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,1.439,,ok
VTU001,5134,02-Aug-12,Idun/Alysse,6:55:00 AM,Pinky,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.235143769968051,4.16,ok
VTU002,5140,04-Aug-12,Alysse,5:54:00 AM,Pinky,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.691343283582089,5.76445745532512,ok
VTU003,5147,07-Aug-12,Alysse,6:18:00 AM,Kondor,FALSE,FALSE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.866268656716418,1.06859833080867,ok
VTU004,5147,07-Aug-12,Alie,1:29:00 PM,Kondor,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.328208955223881,2.26605550139038,ok
VTU005,5152,09-Aug-12,Alysse,5:24:00 AM,Kondor,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.827,9.90399675331771,ok
VTU006,N/A,10-Aug-12,Alysse,5:16:00 AM,Kondor,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.498059701492537,2.8,ok
VTU007,5159,13-Aug-12,Alysse,1:12:00 PM,Fugit,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.3920,4.74653637955609,ok
VTU008,5161,14-Aug-12,Alysse,3:14:00 PM,Milo,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.95985401459854,N/A,ok
VTU009,5162,15-Aug-12,Alysse,6:23:00 AM,Fugit,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.706417910447761,0.47807768852674,ok
VTU010,5163,15-Aug-12,Caco,5:10:00 AM,Milo,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.203073770491803,0,ok
VTU011,5168,20-Aug-12,Alysse,11:44:00 AM,Jinak,FALSE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.684527220630372,0.236787536604958,ok
VTU012,5170,20-Aug-12,Alysse,5:14:00 AM,Milo,TRUE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.791803278688525,2.19598379250481,ok
VTU013,5168,20-Aug-12,Bec,8:20:00 AM,Jinak,FALSE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.49541547277937,0.572556098126747,ok
VTU014,5171,21-Aug-12,Alysse,5:11:00 AM,Jinak,TRUE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.13151862464183,7.3056360274528,ok
VTU015,5173,22-Aug-12,Alysse,5:14:00 AM,Jinak,TRUE,FALSE,1.048,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.02177650429799,1.30872258996949,ok
VTU016,5174,23-Aug-12,Alysse,5:11:00 AM,Jinak,TRUE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.42378223495702,,ok
VTU017,N/A,23-Aug-12,Alysse,10:56:00 AM,Milo,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,
VTU018,5175,24-Aug-12,Caco,5:45:00 AM,Jinak,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.45,1.5012882827739,ok
VTU019,5175,24-Aug-12,Caco,6:42:00 AM,Jinak,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.0711538461538462,7.09836923198848,ok
VTU020,5179,25-Aug-12,Alysse,5:20:00 AM,Jinak,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.589971346704871,3.02211737466809,ok
VTU021,5181,26-Aug-12,Alysse,5:28:00 AM,Jinak,TRUE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.547851002865329,4.65980410196155,ok
VTU022,5184,26-Aug-12,Alysse,9:46:00 AM,Gismo,FALSE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,1.04149253731343,6.58669257339143,ok
VTU023,5191,29-Aug-12,Alysse/Idun,5:12:00 AM,Kino,TRUE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),0.397849462365592,3.77442133200928,ok
VTU024,5190,29-Aug-12,Alysse/Idun,5:24:00 AM,Kerry,TRUE,FALSE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.841492537313433,10.5100298445251,ok
VTU025,5193,30-Aug-12,Idun,5:30:00 AM,Kerry,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.18978102189781,N/A,
VTU026,5199,01-Sep-12,Alysse,2:28:00 PM,Gismo,FALSE,TRUE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.0552061855670103,1.32046084255192,ok
VTU027,5200,02-Sep-12,Alysse/Idun,11:44:00 AM,Gismo,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,1.307,3,ok
VTU028,5205,07-Sep-12,Alysse,8:48:00 AM,Niko,FALSE,TRUE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.02746268656716,3.6361969863457,ok
VTU029,N/A,07-Sep-12,Alysse,2:06:00 PM,Kerry,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.528358208955224,6.91126966922445,ok
VTU030,5213,11-Sep-12,Alysse,9:26:00 AM,Helium,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.432,,ok
VTU031,N/A,11-Sep-12,Alysse,10:22:00 AM,Juni,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.619484240687679,3.4014387254117,ok
VTU032,5220,14-Sep-12,Alysse,7:06:00 AM,Chili,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.81639344262295,2.87182356980096,ok
VTU033,5222,14-Sep-12,Alysse,1:38:00 PM,Juni,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.33710601719198,1.80318669155041,ok
VTU034,5225,15-Sep-12,Alysse,8:16:00 AM,Jip,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),0,5.77,ok
VTU035,5225,15-Sep-12,Alysse,9:06:00 AM,Jip,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),0.032680412371134,2.37932881156358,ok
VTU036,5224,15-Sep-12,Alysse,9:40:00 AM,Juni,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.28323782234957,0.214599933592243,ok
VTU037,5224,15-Sep-12,Alysse,12:26:00 PM,Juni,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.437249283667622,1.11209454446118,ok
VTU038,N/A,28-Sep-12,Alysse,10:58:00 AM,Frodo,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.681044776119403,,ok
VTU039,5244,28-Sep-12,Alysse,6:02:00 AM,Bella,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.829402985074627,7.99105737961402,ok
VTU040,5247,01-Oct-12,Alysse,3:21:00 PM,Desy,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.46489971346705,,ok
VTU041,5249,02-Oct-12,Alysse,4:56:00 AM,Desy,FALSE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,2.081,1,ok
VTU042,5249,02-Oct-12,Alysse,11:58:00 AM,Desy,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.863,1.9,ok
VTU043,5268,11-Oct-12,Caco,8:16:00 AM,Desy,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.319627507163324,1.71150901766357,ok
VTU044,5270,12-Oct-12,Alysse,10:51:00 AM,Desy,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.888681948424069,1.20833981631104,ok
VTU045,5270,12-Oct-12,Alysse,1:00:00 PM,Desy,FALSE,TRUE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.0477491408934708,1.62845750255266,ok
VTU046,5275,13-Oct-12,Brigitte,6:40:00 AM,Tomi,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.788507462686567,0.160614828208204,ok
VTU047,5273,13-Oct-12,Bec,6:45:00 AM,Desy,TRUE,TRUE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.07421203438395,4.63985777999174,ok
VTU048,5264,09-Oct-12,Idun/Alysse,7:54:00 AM,Kondor,FALSE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.567,4.5,ok
VTU049,5278,15-Oct-12,Caco,5:00:00 AM,Desy,TRUE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.998137535816619,6.2723121971191,ok
VTU050,5283,16-Oct-12,Alysse,1:35:00 PM,Jinak,FALSE,FALSE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.30587392550143,2.21867843575813,ok
VTU051,5285,17-Oct-12,Alysse,8:56:00 AM,Mindy,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.635530085959885,8.28889824655107,ok
VTU052,5292,20-Oct-12,Alysse,5:37:00 AM,Mindy,TRUE,FALSE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,2.528,1.7,ok
VTU053,5301,22-Oct-12,Caco,6:05:00 AM,Mawas,FALSE,TRUE,,,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),1.10327868852459,2.62669680975686,ok
VTU054,5300,22-Oct-12,Alysse,4:48:00 AM,Mindy,TRUE,TRUE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.332116788321168,N/A,ok
VTU055,N/A,22-Oct-12,Alysse,4:51:00 AM,Milo,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.334813753581662,2.60210454351918,ok
VTU056,N/A,23-Oct-12,Caco,,Milo,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.353,2.2,ok
VTU057,5304,23-Oct-12,Caco,,Mindy,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.334813753581662,,
VTU058,5306,23-Oct-12,Alysse,11:30:00 AM,Inul,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,3.924459877,2.224436896,
VTU059,5337,12-Nov-12,Idun,8:48:00 AM,Juni,FALSE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.527220630372493,0.691734894639023,ok
VTU060,5350,17-Nov-12,Caco,8:44:00 AM,Kerry,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.390149253731343,6.97909523894909,ok
VTU061,5358,21-Nov-12,Alysse/Idun,10:17:00 AM,Kerry,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.338,0.6,ok
VTU062,5358,21-Nov-12,Alysse/Idun,1:25:00 PM,Kerry,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.112,3.5,ok
VTU063,,25-Nov-12,Alysse/Idun,4:56:00 AM,Mindy,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.22750716332378,2.40984103765724,ok
VTU064,N/A,25-Nov-12,Alysse/Idun,4:39:00 AM,Mawas,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),0.446236559139785,0.127790382142155,ok
VTU065,5366,25-Nov-12,Alysse/Idun,5:08:00 AM,Milo,TRUE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.954,3.44719942077539,ok
VTU066,5368,26-Nov-12,Alysse,10:38:00 AM,Chili,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.99262295081967,3.49044894045189,ok
VTU067,5368,26-Nov-12,Alysse,11:49:00 AM,Chili,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.09918032786885,3.16378873014116,ok
VTU068,5373,02-Dec-12,Alysse,5:36:00 AM,Tomi,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.238,0,ok
VTU069,5374,02-Dec-12,alysse,2:11:00 PM,Wodan,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.857014925373134,2.29052353362415,ok
VTU070,5380,05-Dec-12,Bonnie,9:45:00 AM,Juni,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.182378223495702,,ok
VTU071,,05-Dec-12,Bonnie,12:23:00 PM,Bella,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.296268656716418,3.84723084978074,ok
VTU072,5383,08-Dec-12,Alysse,5:50:00 AM,Desy,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.451862464183381,0.986452072676226,ok
VTU073,5383,08-Dec-12,Alysse,7:54:00 AM,Desy,FALSE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.225,,ok
VTU074,5388,13-Dec-12,Alysse,1:32:00 PM,Preman,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.467313432835821,10.1176569138158,ok
VTU075,5391,16-Dec-12,Alysse,6:29:00 AM,Henk,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.32044776119403,4.47911142251376,ok
VTU076,5392,18-Dec-12,Alysse,12:14:00 AM,Ekko,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.136417910447761,3.55874310006363,ok
VTU077,5401,31-Dec-12,Idun,7:51:00 AM,Jinak,FALSE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.022,,ok
VTU078,5406,15-Jan-13,Alysse,5:36:00 PM,Wodan,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.498805970149254,5.20491526546651,ok
VTU079,5406,15-Jan-13,Alysse,6:38:00 AM,Wodan,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.7678240741,1.165365412,
VTU080,5407,18-Jan-13,Alysse,3:26:00 PM,Milo,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.708029197080292,N/A,ok
VTU081,5407,18-Jan-13,Alysse,2:36:00 PM,Milo,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.766423357664234,N/A,ok
VTU082,5417,30-Jan-13,Idun/Alysse,5:32:00 AM,Jinak,TRUE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.232378223495702,5.05699054362762,ok
VTU083,5419,31-Jan-13,Idun/Alysse,10:03:00 AM,Tomi,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.271,1.5,ok
VTU084,5430,11-Feb-13,Alysse/Idun,9:46:00 AM,Niko,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.176,1.4,ok
VTU085,5432,13-Feb-13,Idun/Alysse,5:16:00 AM,Kondor,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.506,5.08509152,ok
VTU086,5435,14-Feb-13,Alysse,11:21:00 AM,Mindy,FALSE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.434,1.78449660867266,ok
VTU087,5442,21-Feb-13,Alysse,7:21:00 AM,Juni,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.194699140401146,2.18531897055447,ok
VTU088,5442,21-Feb-13,Idun,10:11:00 AM,Juni,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.247134670487106,1.88561808316415,ok
VTU089,5444,22-Feb-13,Alysse,9:26:00 AM,Juni,FALSE,TRUE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.030446735395189,5.26738685759733,ok
VTU090,5444,22-Feb-13,Alysse,10:38:00 AM,Juni,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.027,3.5,ok
VTU091,5458,11-Mar-13,Alysse,3:02:00 PM,Kerry,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.326,0.8,ok
VTU092,N/A,12-Mar-13,Alysse,6:16:00 AM,Ekko,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.327910447761194,7.98190631471386,ok
VTU093,5460,12-Mar-13,Idun,5:24:00 AM,Jinak,TRUE,FALSE,1.035,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.504,0.6,ok
VTU094,N/A,16-Mar-13,Idun,5:29:00 AM,Jinak,TRUE,TRUE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.283810888252149,2.78416602385412,ok
VTU095,5467,15-Mar-13,Alysse,5:32:00 AM,Kerry,TRUE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.84910447761194,7.75592602320981,ok
VTU096,N/A,16-Mar-13,Alysse,5:22:00 AM,Kerry,TRUE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.505,0.7,ok
VTU097,5472,19-Mar-13,Alysse,4:57:00 AM,Milo,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.939344262295082,1.85106487221609,ok
VTU098,5481,27-Mar-13,Alysse,1:39:00 PM,Kerry,FALSE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.524776119402985,0.201111143682194,ok
VTU099,5487,30-Mar-13,Alysse,4:49:00 AM,Inul,TRUE,FALSE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.08716417910448,1.72796550042841,ok
VTU100,5487,30-Mar-13,Alysse,10:14:00 AM,Inul,FALSE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.190298507462687,0.443674843097423,ok
418,5624,14-Jul-13,Suwi,9:10:00 AM,Otto,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
420,5631,17-Jul-13,"Suga, wendy",10:18:00 AM,Niko,FALSE,FALSE,1.003,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.198,6.24,ok
419,5629,17-Jul-13,Idun,5:06:00 AM,Kerry,TRUE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
421,5632,17-Jul-13,"Suga, Wendy",3:20:00 PM,Chaz,FALSE,FALSE,1.050,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
422,5634,18-Jul-13,Abuk,9:33:00 AM,Kerry,FALSE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.227,9.701024437,ok
423,5636,18-Jul-13,Idun,5:10:00 AM,Chaz,TRUE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.248,1.6610,ok
424,5638,19-Jul-13,"Suwi, Tim",12:27:00 PM,Kerry,FALSE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.4007,2.8288,rerun
425,5640,19-Jul-13,Tonno,6:30:00 AM,Chaz,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.165,1.184150112,ok
426,5644,21-Jul-13,Idun,5:00:00 AM,Kerry,TRUE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.2467142857,11.05494099,ok
427,5646,21-Jul-13,Tim,5:35:00 AM,Chaz,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.7950617284,3.403774878,ok
428,5651,22-Jul-13,Idun,9:02:00 AM,Niko,FALSE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.263,11.7200019,ok
429,5653,23-Jul-13,Idun,5:26:00 AM,Niko,TRUE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.346,6.1407,ok
430,,24-Jul-13,Tim,5:00:00 AM,Kerry,TRUE,FALSE,1.042,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.245,0.6,ok
431,,24-Jul-13,Kumpo,5:56:00 AM,Ted,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
432,5654,24-Jul-13,Tono,5:36:00 AM,Niko,TRUE,TRUE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.659,3.980100137,ok
433,5656,25-Jul-13,Abuk,11:12:00 AM,Niko,FALSE,TRUE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.901,1.2682,ok
434,5657,25-Jul-13,Kumpo,5:30:00 AM,Guapo,FALSE,FALSE,1.070,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.467901235,2.111210322,ok
435,5659,26-Jul-13,Suwi,7:50:00 AM,Niko,FALSE,TRUE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.121,1.2,ok
436,5664,28-Jul-13,Idun,5:37:00 AM,Desy,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.4831428571,4.850643798,ok
436A,5665,29-Jul-13,Suwi,8:27:00 AM,Desy,FALSE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
437,5669,30-Jul-13,Wendy,4:55:00 AM,Wodan,TRUE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.335,2.724881623,ok
N/A3,No Number,30-Jul-13,Wendy,8:15:00 AM,Juni,FALSE,TRUE,,,Pongo pygmaeus wurmbii,adult female no dependent,,,
438,5671,31-Jul-13,Idun,5:15:00 AM,Wodan,FALSE,TRUE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.395,3.360773675,ok
439,5673,01-Aug-13,Kumpo,5:28:00 AM,Wodan,FALSE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.463,2.124519922,ok
440,5672,01-Aug-13,Abuk,6:38:00 AM,Desy,TRUE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.861,1.1,ok
441,5677,02-Aug-13,Wendy,6:08:00 AM,Wodan,FALSE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.179,2.4802,ok
442,5677,02-Aug-13,Suwi,7:52:00 AM,Wodan,FALSE,TRUE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.3958,4.4916,rerun
443,5681,03-Aug-13,Abuk,5:14:00 AM,Wodan,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.443,2.942525034,ok
444,5685,04-Aug-13,"Pawel, Kumpo",5:14:00 AM,Juni,TRUE,FALSE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.959,1.8,ok
445,5683,04-Aug-13,Idun,6:15:00 AM,Desy,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.8211428571,4.428643724,ok
446,5686,05-Aug-13,Idun,6:35:00 AM,Desy,TRUE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.614,4.8,ok
447,5687,05-Aug-13,Suwi,6:18:00 AM,Juni,TRUE,TRUE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.858,0.3,ok
448,5693,10-Aug-13,Tono,5:06:00 AM,Niko,TRUE,TRUE,1.046,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.204,3.2309,ok
449,5696,22-Aug-13,Idun,5:16:00 AM,Bobo,TRUE,FALSE,1.051,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
450,5696,22-Aug-13,Idun,1:52:00 PM,Bobo,FALSE,FALSE,1.055,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.547,1.124239579,ok
451,5699,23-Aug-13,Abuk,5:10:00 AM,Bobo,TRUE,TRUE,1.051,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.32,1.3121,ok
452,5699,23-Aug-13,"Wendy, Abuk",10:45:00 AM,Bobo,FALSE,FALSE,1.004,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
453,5701,23-Aug-13,"Paige, Anna",4:50:00 AM,Mindy,TRUE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.576,3.5,ok
454,,23-Aug-13,Paige,5:25:00 AM,Juni,TRUE,TRUE,1.027,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.060990712,0.453934905,ok
455,5704,24-Aug-13,Suwi,5:17:00 AM,Mindy,TRUE,FALSE,1.047,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.83390411,9.612954934,
456,5703,24-Aug-13,Abuk,5:20:00 AM,Milo,TRUE,TRUE,1.035,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),2.427,1.7,ok
457,5709,26-Aug-13,Abuk,5:38:00 AM,Mindy,FALSE,TRUE,1.054,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.399,4.4,ok
