SampleNumber,Dummy_sampleNumber,FollowNumber,Date_Collected,Orangutan_ID,Orangutan_ID#,Time_Collected,First_Urine_Day,Site,Age_Class,AgeClassCond,Analysis_Date,Creatinine_Result,CV,SGmeter,Sex,Habitat_Wide,HI_Low_FAI_Quartiles,SG1,CrSG1,Sg12,,,RES_1,,
648,515,6405,16-Jul-14,Sidony,34,10:14:00 AM,0,Tuanan,adult female with dependent,adult female,18-Mar-15,0.91100000000,1.0000000000,1.022,Female,3.427540589,Low,0.022,41.409090910000000,0.000484000000000,,,0.26721,,
658,532,6427,21-Jul-14,Sidony,34,8:44:00 AM,1,Tuanan,adult female with dependent,adult female,18-Mar-15,0.47000000000,3.1000000000,1.023,Female,3.427540589,Low,0.023,20.434782610000000,0.000529000000000,,,-0.19767,,
654,545,6418,19-Jul-14,Sidony,34,7:23:00 AM,1,Tuanan,adult female with dependent,adult female,18-Mar-15,0.72500000000,1.8000000000,1.023,Female,3.427540589,Low,0.023,31.521739130000000,0.000529000000000,,,0.05733,,
478,548,5753,18-Sep-13,Sidony,34,5:31:00 AM,1,Tuanan,adult female with dependent,adult female,26-Nov-19,0.74000000000,2.5000000000,1.023,Female,6.580000000,High,0.023,32.173913040000000,0.000529000000000,,,0.07233,,
651,552,6409,17-Jul-14,Sidony,34,8:38:00 AM,1,Tuanan,adult female with dependent,adult female,18-Mar-15,0.86800000000,2.1000000000,1.023,Female,3.427540589,Low,0.023,37.739130430000000,0.000529000000000,,,0.20033,,
481,586,5758,20-Sep-13,Sidony,34,5:24:00 AM,1,Tuanan,adult female with dependent,adult female,26-Nov-19,0.69300000000,3.6000000000,1.024,Female,6.580000000,High,0.024,28.875000000000000,0.000576000000000,,,0.00192,,
646,684,6400,15-Jul-14,Sidony,34,5:58:00 AM,1,Tuanan,adult female with dependent,adult female,18-Mar-15,1.34000000000,0.8000000000,1.027,Female,3.427540589,Low,0.027,49.629629630000000,0.000729000000000,,,0.58150,,
559,724,6145,17-Apr-14,Sidony,34,5:25:00 AM,1,Tuanan,adult female with dependent,adult female,20-May-15,0.63300000000,2.2000000000,1.029,Female,1.916167665,Low,0.029,21.827586210000000,0.000841000000001,,,-0.16811,,
479,752,5755,19-Sep-13,Sidony,34,5:35:00 AM,1,Tuanan,adult female with dependent,adult female,21-Feb-14,0.60885714290,9.1582107750,1.030,Female,6.580000000,High,0.030,20.295238100000000,0.000900000000000,,,-0.21285,,
473,1113,5740,12-Sep-13,Sidony,34,5:28:00 AM,1,Tuanan,adult female with dependent,adult female,17-Mar-14,1.94520547900,12.1253874100,1.051,Female,6.580000000,High,0.051,38.141283900000000,0.002601000000000,,,0.79906,,
474,1125,5742,13-Sep-13,Sidony,34,5:18:00 AM,1,Tuanan,adult female with dependent,adult female,21-Feb-14,0.65642857140,5.6322324680,1.056,Female,6.580000000,High,0.056,11.721938780000000,0.003136000000001,,,-0.53652,,
663,197,6433,22-Jul-14,Sony,42,6:34:00 AM,1,Tuanan,dependent immature non-clinging infant (4yrs-weaned),dependent,18-Mar-15,0.24600000000,1.2000000000,1.013,Male,3.427540589,Low,0.013,18.923076920000000,0.000169000000000,,,-0.16182,,
692,423,6535,14-Sep-14,Sony,42,5:16:00 AM,1,Tuanan,dependent immature non-clinging infant (4yrs-weaned),dependent,15-Oct-15,0.28900000000,2.6000000000,1.020,Male,3.204353083,Low,0.020,14.450000000000000,0.000400000000000,,,-0.30563,,
657,424,6428,21-Jul-14,Sony,42,6:03:00 AM,1,Tuanan,dependent immature non-clinging infant (4yrs-weaned),dependent,18-Mar-15,0.29300000000,1.7000000000,1.020,Male,3.427540589,Low,0.020,14.650000000000000,0.000400000000000,,,-0.30163,,
694,429,6540,16-Sep-14,Sony,42,4:38:00 AM,1,Tuanan,dependent immature non-clinging infant (4yrs-weaned),dependent,15-Oct-15,0.36000000000,1.1000000000,1.020,Male,3.204353083,Low,0.020,18.000000000000000,0.000400000000000,,,-0.23463,,
667,720,6441,24-Jul-14,Sony,42,7:38:00 AM,0,Tuanan,dependent immature non-clinging infant (4yrs-weaned),dependent,18-Mar-15,0.40900000000,0.9000000000,1.029,Male,3.427540589,Low,0.029,14.103448280000000,0.000841000000001,,,-0.39211,,
1304,830,8258,12-Aug-16,Sony,42,5:18:00 AM,1,Tuanan,semi-independent immature (juveniles),semiIndind,18-Jul-19,0.35800000000,1.8000000000,1.033,Male,0.478755236,Low,0.033,10.848484850000000,0.001089000000001,,,-0.52270,,
1401,82,8870,23-Apr-17,Streisel,12,5:10:00 AM,1,Tuanan,adult female no dependent,adult female,24-Mar-20,0.45200000000,0.7000000000,1.009,Female,1.416256158,Low,0.009,50.222222220000000,0.000081000000000,,,0.16124,,
1407,149,8875,25-Apr-17,Streisel,12,9:22:00 AM,0,Tuanan,adult female no dependent,adult female,24-Mar-20,0.62600000000,0.9000000000,1.011,Female,1.416256158,Low,0.011,56.909090910000000,0.000121000000000,,,0.27577,,
932,352,7195,6-Jul-15,Streisel,12,5:11:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,8-Nov-19,0.53800000000,4.1000000000,1.017,Female,4.423000000,High,0.017,31.647058820000000,0.000289000000001,,,0.02062,,
1303,1020,8257,12-Aug-16,Streisel,12,5:15:00 AM,1,Tuanan,independent immature (older juvs),semiIndind,18-Jul-19,0.70500000000,9.9000000000,1.041,Female,0.478755236,Low,0.041,17.195121950000000,0.001681000000001,,,-0.31241,,
1214,13,8050,15-Jun-16,Streisel,12,7:32:00 AM,0,Tuanan,independent immature (older juvs),semiIndind,28-Oct-19,0.06900000000,9.1000000000,1.005,Female,0.623515439,Low,0.005,13.800000000000000,0.000025000000000,,,-0.09722,,
109,207,#NULL!,8-Dec-09,Streisel,12,1:36:00 PM,0,Tuanan,semi-independent immature (juveniles),semiIndind,#NULL!,0.40900000000,#NULL!,1.013,Female,2.770000000,Low,0.013,31.461538460000000,0.000169000000000,,,0.00118,,
1520,62,9165,12-Sep-17,Sugus,27,5:27:00 AM,1,Tuanan,adult flanged male,adult flanged male,10-Apr-20,0.21300000000,4.4000000000,1.008,Male,3.320012296,Low,0.008,26.625000000000000,0.000064000000000,,,-0.04733,,
761,91,6714,19-Dec-14,Sugus,27,4:53:00 AM,1,Tuanan,adult flanged male,adult flanged male,1-Nov-16,0.11500000000,4.8000000000,1.010,Male,6.230000000,High,0.010,11.500000000000000,0.000100000000000,,,-0.20573,,
1489,136,9072,1-Aug-17,Sugus,27,5:47:00 AM,0,Tuanan,adult flanged male,adult flanged male,8-Apr-20,0.35300000000,1.2000000000,1.011,Male,2.646200000,Low,0.011,32.090909090000000,0.000121000000000,,,0.00277,,
1156,318,7871,9-May-16,Sugus,27,8:44:00 AM,1,Tuanan,adult flanged male,adult flanged male,17-Jun-19,0.46600000000,2.4000000000,1.016,Male,0.505801845,Low,0.016,29.125000000000000,0.000256000000000,,,-0.02469,,
1283,344,8204,31-Jul-16,Sugus,27,5:57:00 AM,1,Tuanan,adult flanged male,adult flanged male,18-Jul-19,0.36800000000,3.0000000000,1.017,Male,0.269784173,Low,0.017,21.647058820000000,0.000289000000001,,,-0.14938,,
1154,348,7869,8-May-16,Sugus,27,5:00:00 AM,0,Tuanan,adult flanged male,adult flanged male,17-Jun-19,0.44000000000,3.4000000000,1.017,Male,0.505801845,Low,0.017,25.882352940000000,0.000289000000001,,,-0.07738,,
1487,350,9068,30-Jul-17,Sugus,27,10:57:00 AM,0,Tuanan,adult flanged male,adult flanged male,8-Apr-20,0.47700000000,0.3000000000,1.017,Male,3.214731586,Low,0.017,28.058823530000000,0.000289000000001,,,-0.04038,,
1286,387,8209,2-Aug-16,Sugus,27,5:29:00 AM,1,Tuanan,adult flanged male,adult flanged male,18-Jul-19,0.06400000000,3.3000000000,1.019,Male,0.478755236,Low,0.019,3.368421053000000,0.000361000000000,,,-0.50535,,
1358,405,8611,24-Dec-16,Sugus,27,10:27:00 AM,0,Tuanan,adult flanged male,adult flanged male,13-Mar-20,0.55300000000,1.8000000000,1.019,Male,2.138057422,Low,0.019,29.105263160000000,0.000361000000000,,,-0.01635,,
1485,408,9066,29-Jul-17,Sugus,27,5:23:00 AM,1,Tuanan,adult flanged male,adult flanged male,8-Apr-20,0.60200000000,2.0000000000,1.019,Male,3.214731586,Low,0.019,31.684210530000000,0.000361000000000,,,0.03265,,
1389,499,8832,4-Apr-17,Sugus,27,5:31:00 AM,1,Tuanan,adult flanged male,adult flanged male,24-Mar-20,0.41500000000,1.7000000000,1.022,Male,1.416256158,Low,0.022,18.863636360000000,0.000484000000000,,,-0.22879,,
1364,507,8687,26-Jan-17,Sugus,27,9:06:00 AM,0,Tuanan,adult flanged male,adult flanged male,17-Mar-20,0.69800000000,2.6000000000,1.022,Male,2.173913043,Low,0.022,31.727272730000000,0.000484000000000,,,0.05421,,
1367,672,8694,29-Jan-17,Sugus,27,12:06:00 PM,0,Tuanan,adult flanged male,adult flanged male,17-Mar-20,0.85800000000,2.1000000000,1.027,Male,2.173913043,Low,0.027,31.777777780000000,0.000729000000000,,,0.09950,,
1394,795,8843,7-Apr-17,Sugus,27,5:37:00 AM,1,Tuanan,adult flanged male,adult flanged male,3-Apr-20,1.73600000000,1.6000000000,1.031,Male,1.416256158,Low,0.031,56.000000000000000,0.000961000000000,,,0.89416,,
735,892,6700,2-Nov-14,Sugus,27,4:50:00 AM,1,Tuanan,adult flanged male,adult flanged male,15-Oct-15,1.28800000000,7.0000000000,1.035,Male,5.743651753,High,0.035,36.800000000000000,0.001225000000001,,,0.37031,,
1390,896,8836,5-Apr-17,Sugus,27,5:20:00 AM,1,Tuanan,adult flanged male,adult flanged male,3-Apr-20,1.76700000000,2.0000000000,1.035,Male,1.416256158,Low,0.035,50.485714290000000,0.001225000000001,,,0.84931,,
817,956,6934,26-Mar-15,Sugus,27,5:20:00 AM,1,Tuanan,adult flanged male,adult flanged male,26-Jul-19,0.93600000000,0.8000000000,1.038,Male,2.541000000,Low,0.038,24.631578950000000,0.001444000000000,,,-0.03365,,
1392,965,8839,6-Apr-17,Sugus,27,11:08:00 AM,0,Tuanan,adult flanged male,adult flanged male,3-Apr-20,1.93800000000,1.7000000000,1.038,Male,1.416256158,Low,0.038,51.000000000000000,0.001444000000000,,,0.96835,,
763,1035,6717,20-Dec-14,Sugus,27,2:22:00 PM,0,Tuanan,adult flanged male,adult flanged male,1-Nov-16,0.08200000000,13.3000000000,1.042,Male,6.230000000,High,0.042,1.952380952000000,0.001764000000001,,,-0.95039,,
1450,54,8971,3-Jun-17,Talia,25,4:41:00 AM,1,Tuanan,adult female no dependent,adult female,8-Apr-20,0.10500000000,4.2000000000,1.008,Female,2.717726992,Low,0.008,13.125000000000000,0.000064000000000,,,-0.15533,,
541,83,6098,31-Mar-14,Tarzan,31,5:08:00 AM,1,Tuanan,adult flanged male,adult flanged male,29-Apr-15,0.55200000000,0.4000000000,1.009,Male,3.973902728,Low,0.009,61.333333330000000,0.000081000000000,,,0.26124,,
533,490,6088,27-Mar-14,Tarzan,31,7:30:00 AM,1,Tuanan,adult flanged male,adult flanged male,29-Apr-15,1.21400000000,2.5000000000,1.021,Male,3.973902728,Low,0.021,57.809523810000000,0.000441000000001,,,0.59455,,
536,714,6091,29-Mar-14,Tarzan,31,5:01:00 AM,1,Tuanan,adult flanged male,adult flanged male,29-Apr-15,1.26600000000,3.1000000000,1.028,Male,3.973902728,Low,0.028,45.214285710000000,0.000784000000001,,,0.48596,,
534,875,6089,28-Mar-14,Tarzan,31,5:20:00 AM,1,Tuanan,adult flanged male,adult flanged male,29-Apr-15,1.48300000000,2.4000000000,1.034,Male,3.973902728,Low,0.034,43.617647060000000,0.001156000000001,,,0.58357,,
539,888,6094,30-Mar-14,Tarzan,31,5:05:00 AM,1,Tuanan,adult flanged male,adult flanged male,29-Apr-15,1.09200000000,0.4000000000,1.035,Male,3.973902728,Low,0.035,31.200000000000000,0.001225000000001,,,0.17431,,
1439,231,8947,22-May-17,Ted,43,4:58:00 AM,1,Tuanan,adult unflanged male,adult unflanged male,3-Apr-20,0.25300000000,1.0000000000,1.014,Male,2.866831073,Low,0.014,18.071428570000000,0.000196000000001,,,-0.18291,,
1391,353,8845,5-Apr-17,Ted,43,5:02:00 AM,1,Tuanan,adult unflanged male,adult unflanged male,24-Mar-20,0.54300000000,1.6000000000,1.017,Male,1.416256158,Low,0.017,31.941176470000000,0.000289000000001,,,0.02562,,
1263,422,8168,21-Jul-16,Ted,43,5:42:00 AM,1,Tuanan,adult unflanged male,adult unflanged male,13-Jun-19,0.24400000000,1.7000000000,1.020,Male,0.269784173,Low,0.020,12.200000000000000,0.000400000000000,,,-0.35063,,
1387,441,8834,4-Apr-17,Ted,43,5:44:00 AM,1,Tuanan,adult unflanged male,adult unflanged male,24-Mar-20,0.48800000000,3.3000000000,1.020,Male,1.416256158,Low,0.020,24.400000000000000,0.000400000000000,,,-0.10663,,
1277,809,8186,25-Jul-16,Ted,43,5:29:00 AM,1,Tuanan,adult unflanged male,adult unflanged male,18-Jul-19,0.81000000000,2.0000000000,1.032,Male,0.269784173,Low,0.032,25.312500000000000,0.001024000000000,,,-0.05150,,
1273,877,8182,24-Jul-16,Ted,43,5:12:00 AM,1,Tuanan,adult unflanged male,adult unflanged male,18-Jul-19,0.44500000000,3.0000000000,1.035,Male,0.269784173,Low,0.035,12.714285710000000,0.001225000000001,,,-0.47269,,
1270,882,8177,23-Jul-16,Ted,43,4:35:00 AM,1,Tuanan,adult unflanged male,adult unflanged male,18-Jul-19,0.60800000000,2.4000000000,1.035,Male,0.269784173,Low,0.035,17.371428570000000,0.001225000000001,,,-0.30969,,
1264,998,8172,22-Jul-16,Ted,43,5:20:00 AM,1,Tuanan,adult unflanged male,adult unflanged male,13-Jun-19,0.65900000000,11.5000000000,1.040,Male,0.269784173,Low,0.040,16.475000000000000,0.001600000000000,,,-0.34296,,
496,1128,5839,27-Oct-13,Ted,43,11:29:00 AM,0,Tuanan,adult unflanged male,adult unflanged male,18-Mar-15,1.11600000000,3.2000000000,1.067,Male,4.170000000,High,0.067,16.656716420000000,0.004489000000001,,,-0.13872,,
787,14,6810,31-Jan-15,Teju,13,6:46:00 AM,1,Tuanan,adult flanged male,adult flanged male,4-Feb-17,0.17200000000,2.4000000000,1.005,Male,5.391000000,High,0.005,34.400000000000000,0.000025000000000,,,0.00578,,
309,52,5335,11-Nov-12,Teju,13,5:16:00 AM,1,Tuanan,adult flanged male,adult flanged male,8-Apr-15,1.33100000000,0.7000000000,1.007,Male,10.050000000,High,0.007,190.142857100000000,0.000049000000001,,,1.10157,,
513,71,5958,26-Dec-13,Teju,13,5:42:00 AM,1,Tuanan,adult flanged male,adult flanged male,29-Apr-15,0.68000000000,1.1000000000,1.008,Male,8.140000000,High,0.008,85.000000000000000,0.000064000000000,,,0.41967,,
1112,374,7759,3-Mar-16,Teju,13,6:36:00 AM,1,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.46200000000,4.4000000000,1.018,Male,0.558659218,Low,0.018,25.666666670000000,0.000324000000000,,,-0.08160,,
1106,436,7753,1-Mar-16,Teju,13,5:04:00 AM,1,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.45200000000,2.6000000000,1.020,Male,0.558659218,Low,0.020,22.600000000000000,0.000400000000000,,,-0.14263,,
510,592,5949,23-Dec-13,Teju,13,6:01:00 AM,1,Tuanan,adult flanged male,adult flanged male,29-Apr-15,0.84800000000,0.9000000000,1.024,Male,8.140000000,High,0.024,35.333333330000000,0.000576000000000,,,0.15692,,
923,650,7180,2-Jul-15,Teju,13,5:21:00 AM,1,Tuanan,adult flanged male,adult flanged male,8-Nov-19,0.99700000000,2.1000000000,1.026,Male,4.423000000,High,0.026,38.346153850000000,0.000676000000000,,,0.26050,,
1110,728,7755,2-Mar-16,Teju,13,6:17:00 AM,1,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.72700000000,2.1000000000,1.029,Male,0.558659218,Low,0.029,25.068965520000000,0.000841000000001,,,-0.07411,,
1116,778,7763,5-Mar-16,Teju,13,6:03:00 AM,1,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.70600000000,1.3000000000,1.031,Male,0.558659218,Low,0.031,22.774193550000000,0.000961000000000,,,-0.13584,,
808,840,6892,5-Mar-15,Teju,13,6:18:00 AM,1,Tuanan,adult flanged male,adult flanged male,26-Jul-19,0.65800000000,8.8000000000,1.033,Male,2.541000000,Low,0.033,19.939393940000000,0.001089000000001,,,-0.22270,,
1113,841,7761,4-Mar-16,Teju,13,5:43:00 AM,1,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.66600000000,4.5000000000,1.033,Male,0.558659218,Low,0.033,20.181818180000000,0.001089000000001,,,-0.21470,,
307,846,5325,5-Nov-12,Teju,13,2:13:00 PM,0,Tuanan,adult flanged male,adult flanged male,8-Apr-15,0.76900000000,1.2000000000,1.033,Male,10.050000000,High,0.033,23.303030300000000,0.001089000000001,,,-0.11170,,
797,937,6851,18-Feb-15,Teju,13,5:50:00 AM,1,Tuanan,adult flanged male,adult flanged male,26-Jul-19,0.95500000000,3.0000000000,1.037,Male,4.366000000,High,0.037,25.810810810000000,0.001369000000000,,,0.00220,,
794,1016,6844,16-Feb-15,Teju,13,6:14:00 AM,1,Tuanan,adult flanged male,adult flanged male,4-Feb-17,1.68400000000,1.4000000000,1.040,Male,4.366000000,High,0.040,42.100000000000000,0.001600000000000,,,0.68204,,
809,1054,6894,6-Mar-15,Teju,13,6:17:00 AM,1,Tuanan,adult flanged male,adult flanged male,26-Jul-19,0.67300000000,3.9000000000,1.043,Male,2.541000000,Low,0.043,15.651162790000000,0.001849000000000,,,-0.37390,,
908,1060,7137,17-Jun-15,Teju,13,5:23:00 AM,1,Tuanan,adult flanged male,adult flanged male,1-Nov-19,1.34700000000,4.6000000000,1.043,Male,2.569000000,Low,0.043,31.325581400000000,0.001849000000000,,,0.30010,,
1336,534,8452,31-Oct-16,Tina,55,4:47:00 AM,1,Tuanan,adult female with dependent,adult female,11-Mar-20,0.48800000000,0.8000000000,1.023,Female,1.579586877,Low,0.023,21.217391300000000,0.000529000000000,,,-0.17967,,
1337,612,8485,1-Nov-16,Tina,55,5:22:00 AM,1,Tuanan,adult female with dependent,adult female,11-Mar-20,0.63400000000,3.6000000000,1.025,Female,1.125989044,Low,0.025,25.360000000000000,0.000625000000001,,,-0.08002,,
1194,721,7961,26-May-16,Tina,55,6:56:00 AM,0,Tuanan,adult female with dependent,adult female,14-Jun-19,0.56700000000,1.5000000000,1.029,Female,0.505801845,Low,0.029,19.551724140000000,0.000841000000001,,,-0.23411,,
1259,805,8162,20-Jul-16,Tina,55,5:03:00 AM,1,Tuanan,adult female with dependent,adult female,13-Jun-19,0.56300000000,2.8000000000,1.032,Female,0.269784173,Low,0.032,17.593750000000000,0.001024000000000,,,-0.29850,,
1271,835,8175,23-Jul-16,Tina,55,4:37:00 AM,1,Tuanan,adult female with dependent,adult female,18-Jul-19,0.49600000000,0.6000000000,1.033,Female,0.269784173,Low,0.033,15.030303030000000,0.001089000000001,,,-0.38470,,
1262,838,8167,21-Jul-16,Tina,55,5:42:00 AM,0,Tuanan,adult female with dependent,adult female,13-Jun-19,0.55200000000,1.1000000000,1.033,Female,0.269784173,Low,0.033,16.727272730000000,0.001089000000001,,,-0.32870,,
1266,843,8170,22-Jul-16,Tina,55,5:15:00 AM,1,Tuanan,adult female with dependent,adult female,13-Jun-19,0.71300000000,4.1000000000,1.033,Female,0.269784173,Low,0.033,21.606060610000000,0.001089000000001,,,-0.16770,,
1274,879,8180,24-Jul-16,Tina,55,4:52:00 AM,1,Tuanan,adult female with dependent,adult female,18-Jul-19,0.53200000000,3.4000000000,1.035,Female,0.269784173,Low,0.035,15.200000000000000,0.001225000000001,,,-0.38569,,
1257,933,8156,19-Jul-16,Tina,55,5:15:00 AM,0,Tuanan,adult female with dependent,adult female,13-Jun-19,0.84800000000,2.7000000000,1.037,Female,0.269784173,Low,0.037,22.918918920000000,0.001369000000000,,,-0.10480,,
1272,1063,8175,23-Jul-16,Tina,55,7:40:00 AM,1,Tuanan,adult female with dependent,adult female,18-Jul-19,0.27000000000,3.8000000000,1.044,Female,0.269784173,Low,0.044,6.136363636000000,0.001936000000000,,,-0.79094,,
803,624,6879,26-Feb-15,Tom,60,5:13:00 AM,1,Tuanan,adult flanged male,adult flanged male,26-Jul-19,0.31700000000,0.8000000000,1.026,Male,4.366000000,High,0.026,12.192307692307700,0.000676000000000,,,-0.41950,,
525,61,6054,12-Mar-14,Tomi,26,8:17:00 AM,0,,adult flanged male,adult flanged male,29-Apr-15,0.19800000000,6.0000000000,1.008,Male,3.973902728,Low,0.008,24.750000000000000,0.000064000000000,,,-0.06233,,
1344,70,8504,17-Nov-16,Tomi,26,4:52:00 AM,1,Tuanan,adult flanged male,adult flanged male,13-Mar-20,0.47400000000,0.7000000000,1.008,Male,1.125989044,Low,0.008,59.250000000000000,0.000064000000000,,,0.21367,,
1343,80,8501,16-Nov-16,Tomi,26,5:18:00 AM,1,Tuanan,adult flanged male,adult flanged male,13-Mar-20,0.42500000000,1.3000000000,1.009,Male,1.125989044,Low,0.009,47.222222220000000,0.000081000000000,,,0.13424,,
335,103,5419,31-Jan-13,Tomi,26,10:03:00 AM,0,Tuanan,adult flanged male,adult flanged male,#NULL!,0.32600000000,1.8000000000,1.010,Male,8.000000000,High,0.010,32.600000000000000,0.000100000000000,,,0.00527,,
529,112,6060,16-Mar-14,Tomi,26,5:27:00 AM,1,Tuanan,adult flanged male,adult flanged male,29-Apr-15,0.52700000000,4.0000000000,1.010,Male,3.973902728,Low,0.010,52.700000000000000,0.000100000000000,,,0.20627,,
526,169,6055,13-Mar-14,Tomi,26,9:23:00 AM,0,Tuanan,adult flanged male,adult flanged male,29-Apr-15,0.35700000000,3.8000000000,1.012,Male,3.973902728,Low,0.012,29.750000000000000,0.000144000000000,,,-0.02226,,
760,185,6706,17-Dec-14,Tomi,26,5:09:00 AM,1,Tuanan,adult flanged male,adult flanged male,1-Nov-16,0.54400000000,1.9000000000,1.012,Male,6.230000000,High,0.012,45.333333330000000,0.000144000000000,,,0.16474,,
1090,200,7717,14-Feb-16,Tomi,26,5:37:00 AM,0,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.31400000000,14.3000000000,1.013,Male,1.086637298,Low,0.013,24.153846150000000,0.000169000000000,,,-0.09382,,
1086,226,7708,11-Feb-16,Tomi,26,5:40:00 AM,1,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.19700000000,16.1000000000,1.014,Male,1.086637298,Low,0.014,14.071428570000000,0.000196000000001,,,-0.23891,,
1084,236,7702,9-Feb-16,Tomi,26,5:35:00 AM,0,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.32500000000,5.9000000000,1.014,Male,1.086637298,Low,0.014,23.214285710000000,0.000196000000001,,,-0.11091,,
833,238,6993,24-Apr-15,Tomi,26,5:31:00 AM,0,Tuanan,adult flanged male,adult flanged male,30-Aug-19,0.32700000000,10.0000000000,1.014,Male,2.186000000,Low,0.014,23.357142860000000,0.000196000000001,,,-0.10891,,
1275,255,8184,24-Jul-16,Tomi,26,5:09:00 AM,0,Tuanan,adult flanged male,adult flanged male,18-Jul-19,0.03800000000,10.8000000000,1.015,Male,0.269784173,Low,0.015,2.533333333000000,0.000225000000000,,,-0.42554,,
762,261,6716,20-Dec-14,Tomi,26,5:03:00 AM,1,Tuanan,adult flanged male,adult flanged male,1-Nov-16,0.22900000000,2.3000000000,1.015,Male,6.230000000,High,0.015,15.266666670000000,0.000225000000000,,,-0.23454,,
840,262,7013,28-Apr-15,Tomi,26,10:16:00 AM,0,Tuanan,adult flanged male,adult flanged male,30-Aug-19,0.23900000000,0.8000000000,1.015,Male,2.186000000,Low,0.015,15.933333330000000,0.000225000000000,,,-0.22454,,
837,272,7002,26-Apr-15,Tomi,26,10:30:00 AM,0,Tuanan,adult flanged male,adult flanged male,30-Aug-19,0.37300000000,1.3000000000,1.015,Male,2.186000000,Low,0.015,24.866666670000000,0.000225000000000,,,-0.09054,,
838,273,7006,27-Apr-15,Tomi,26,5:11:00 AM,0,Tuanan,adult flanged male,adult flanged male,30-Aug-19,0.39400000000,0.8000000000,1.015,Male,2.186000000,Low,0.015,26.266666670000000,0.000225000000000,,,-0.06954,,
890,283,7116,7-Jun-15,Tomi,26,5:29:00 AM,1,Tuanan,adult flanged male,adult flanged male,1-Nov-19,0.59700000000,0.4000000000,1.015,Male,2.569000000,Low,0.015,39.800000000000000,0.000225000000000,,,0.13346,,
528,285,6060,16-Mar-14,Tomi,26,4:44:00 AM,1,Tuanan,adult flanged male,adult flanged male,29-Apr-15,0.71400000000,1.8000000000,1.015,Male,3.973902728,Low,0.015,47.600000000000000,0.000225000000000,,,0.25046,,
1083,288,7700,8-Feb-16,Tomi,26,5:42:00 AM,1,Tuanan,adult flanged male,adult flanged male,28-Oct-19,0.10300000000,1.9000000000,1.016,Male,1.086637298,Low,0.016,6.437500000000000,0.000256000000000,,,-0.38769,,
1087,291,7711,12-Feb-16,Tomi,26,6:01:00 AM,1,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.17100000000,4.4000000000,1.016,Male,1.086637298,Low,0.016,10.687500000000000,0.000256000000000,,,-0.31969,,
1092,294,7719,15-Feb-16,Tomi,26,8:03:00 AM,0,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.22700000000,8.5000000000,1.016,Male,1.086637298,Low,0.016,14.187500000000000,0.000256000000000,,,-0.26369,,
1093,342,7720,16-Feb-16,Tomi,26,5:08:00 AM,1,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.31900000000,5.6000000000,1.017,Male,1.086637298,Low,0.017,18.764705880000000,0.000289000000001,,,-0.19838,,
695,351,6539,16-Sep-14,Tomi,26,5:16:00 AM,1,Tuanan,adult flanged male,adult flanged male,15-Oct-15,0.50600000000,2.1000000000,1.017,Male,3.204353083,Low,0.017,29.764705880000000,0.000289000000001,,,-0.01138,,
801,358,6861,24-Feb-15,Tomi,26,6:41:00 AM,0,Tuanan,adult flanged male,adult flanged male,26-Jul-19,0.86100000000,2.7000000000,1.017,Male,4.366000000,High,0.017,50.647058820000000,0.000289000000001,,,0.34362,,
1127,364,7785,25-Mar-16,Tomi,26,5:34:00 AM,1,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.25800000000,4.9000000000,1.018,Male,0.558659218,Low,0.018,14.333333330000000,0.000324000000000,,,-0.28560,,
1089,375,7714,13-Feb-16,Tomi,26,5:38:00 AM,0,Tuanan,adult flanged male,adult flanged male,24-Jun-19,0.50000000000,2.0000000000,1.018,Male,1.086637298,Low,0.018,27.777777780000000,0.000324000000000,,,-0.04360,,
1321,376,8331,10-Sep-16,Tomi,26,4:42:00 AM,1,Tuanan,adult flanged male,adult flanged male,11-Mar-20,0.50000000000,1.0000000000,1.018,Male,1.086300543,Low,0.018,27.777777780000000,0.000324000000000,,,-0.04360,,
895,385,7123,9-Jun-15,Tomi,26,5:14:00 AM,1,Tuanan,adult flanged male,adult flanged male,1-Nov-19,0.74400000000,1.7000000000,1.018,Male,2.569000000,Low,0.018,41.333333330000000,0.000324000000000,,,0.20040,,
831,395,6986,23-Apr-15,Tomi,26,2:11:00 PM,0,Tuanan,adult flanged male,adult flanged male,30-Aug-19,0.41900000000,0.9000000000,1.019,Male,2.186000000,Low,0.019,22.052631580000000,0.000361000000000,,,-0.15035,,
527,412,6057,14-Mar-14,Tomi,26,5:18:00 AM,1,Tuanan,adult flanged male,adult flanged male,29-Apr-15,0.69000000000,0.5000000000,1.019,Male,3.973902728,Low,0.019,36.315789470000000,0.000361000000000,,,0.12065,,
