sample_number,follow_number,Date_Collected,Orangutan_ID,Time_Collected,First_Urine_Day,Site,Age_Class,Analysis_Date,Creatinine_Result,CV,SGmeter,Sex,Habitat_Wide,HI_Low_FAI_Quartiles,SG-1,Cr/(SG-1)
726,6586,16-Oct-14,Kerry,4:59:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,1.197,2,1.037,Female,4.224502112,High,0.037,32.35135135
1205,8021,09-Jun-16,Kerry,7:09:00 AM,FALSE,Tuanan,adult female with dependent,14-Jun-19,0.291,2.1,1.018,Female,0.623515439,Low,0.018,16.16666667
1096,7725,18-Feb-16,Kerry,5:17:00 AM,TRUE,Tuanan,adult female with dependent,24-Jun-19,0.298,2.3,1.022,Female,1.086637298,Low,0.022,13.54545455
725,6583,13-Oct-14,Kerry,4:55:00 AM,TRUE,Tuanan,semi-independent immature (juveniles),15-Oct-15,0.597,2.4,1.04,Female,4.224502112,High,0.04,14.925
316,5358,21-Nov-12,Kerry,10:07:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.685,2.4,1.011,Female,10.05,High,0.011,62.27272727
1290,8213,03-Aug-16,Kerry,2:47:00 PM,FALSE,Tuanan,adult female with dependent,18-Jul-19,0.326,2.5,1.027,Female,0.478755236,Low,0.027,12.07407407
347,5467,15-Mar-13,Kerry,5:32:00 AM,TRUE,Tuanan,adult female with dependent,,0.755,2.5,1.042,Female,6.97,High,0.042,17.97619048
424,5638,19-Jul-13,Kerry,12:27:00 PM,FALSE,Tuanan,independent immature (older juvs),21-Feb-14,0.4007,2.8288,1.002,Female,3,Low,0.002,200.35
1284,8205,01-Aug-16,Kerry,4:57:00 AM,TRUE,Tuanan,adult female with dependent,28-Oct-19,0.042,3.1,1.025,Female,0.478755236,Low,0.025,1.68
724,6581,11-Oct-14,Kerry,4:58:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.833,3.2,1.042,Female,4.224502112,High,0.042,19.83333333
317,5358,21-Nov-12,Kerry,1:25:00 PM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.099,3.4,1.032,Female,10.05,High,0.032,3.09375
VTU062,5358,21-Nov-12,Kerry,1:25:00 PM,FALSE,Tuanan,adult female with dependent,18-Mar-15,0.112,3.5,,Female,10.05,High,#VALUE!,#VALUE!
1203,8015,08-Jun-16,Kerry,5:01:00 AM,FALSE,Tuanan,adult female with dependent,14-Jun-19,0.47,3.7,1.038,Female,0.623515439,Low,0.038,12.36842105
773,6766,17-Jan-15,Kerry,6:48:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,1.18,4.7,1.045,Female,5.391,High,0.045,26.22222222
771,6764,16-Jan-15,Kerry,5:31:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,0.999,5.2,1.043,Female,5.391,High,0.043,23.23255814
1279,8193,29-Jul-16,Kerry,5:11:00 AM,TRUE,Tuanan,adult female with dependent,18-Jul-19,0.096,5.3,1.029,Female,0.269784173,Low,0.029,3.310344828
681,6517,02-Sep-14,Kerry,4:42:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,0.625,5.3,1.034,Female,3.204353083,Low,0.034,18.38235294
680,6516,01-Sep-14,Kerry,8:14:00 AM,FALSE,Tuanan,semi-independent immature (juveniles),15-Oct-15,0.278,6.2,1.014,Female,3.204353083,Low,0.014,19.85714286
287,5193,30-Aug-12,Kerry,5:33:00 AM,TRUE,Tuanan,adult female with dependent,08-Apr-15,0.419,6.2,1.002,Female,2.3,Low,0.002,209.5
VTU029,N/A,07-Sep-12,Kerry,2:06:00 PM,FALSE,Tuanan,adult female with dependent,15-Oct-13,0.528358209,6.911269669,,Female,5.02,High,,
VTU060,5350,17-Nov-12,Kerry,8:44:00 AM,FALSE,Tuanan,adult female with dependent,15-Oct-13,0.390149254,6.979095239,,Female,10.05,High,,
VTU095,5467,15-Mar-13,Kerry,5:32:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-13,0.849104478,7.755926023,1.025,Female,6.97,High,0.025,33.9641791
1293,8218,04-Aug-16,Kerry,5:09:00 AM,FALSE,Tuanan,adult female with dependent,01-Nov-19,0.027,7.8,1.026,Female,0.478755236,Low,0.026,1.038461538
727,6587,17-Oct-14,Kerry,5:14:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-15,1.01,8.1,1.039,Female,4.224502112,High,0.039,25.8974359
1210,8035,12-Jun-16,Kerry,5:21:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.515,8.2,1.038,Female,0.623515439,Low,0.038,13.55263158
422,5634,18-Jul-13,Kerry,9:33:00 AM,FALSE,Tuanan,adult female with dependent,21-Feb-14,0.227,9.701024437,1.005,Female,3,Low,0.005,45.4
VTU024,5190,29-Aug-12,Kerry,5:24:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-13,0.841492537,10.51002984,1.036,Female,2.3,Low,0.036,23.3747927
1207,8028,10-Jun-16,Kerry,5:05:00 AM,FALSE,Tuanan,dependent immature - clinging infant (0-4yrs),14-Jun-19,0.233,10.6,1.014,Female,0.623515439,Low,0.014,16.64285714
426,5644,21-Jul-13,Kerry,5:00:00 AM,TRUE,Tuanan,adult female with dependent,21-Feb-14,0.246714286,11.05494099,1.007,Female,3,Low,0.007,35.24489796
1199,1998,05-Jun-16,Kerry,5:29:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.05,11.7,1.033,Female,0.505801845,Low,0.033,1.515151515
103,3718,04-Dec-09,Kerry,12:09:00 PM,FALSE,Tuanan,adult female with dependent,,0.071,,1.004,Female,2.77,Low,0.004,17.75
104,3722,05-Dec-09,Kerry,11:11:00 AM,FALSE,Tuanan,adult female with dependent,,0.218,,1.01,Female,2.77,Low,0.01,21.8
65,3636,31-Oct-09,Kerry,4:44:00 AM,TRUE,Tuanan,adult female with dependent,,0.34,,1.013,Female,4.19,High,0.013,26.15384615
107,3734,08-Dec-09,Kerry,10:02:00 AM,FALSE,Tuanan,adult female with dependent,,0.36,,1.01,Female,2.77,Low,0.01,36
127,3785,14-Jan-10,Kerry,5:22:00 AM,TRUE,Tuanan,adult female with dependent,,0.362,,1.009,Female,2.16,Low,0.009,40.22222222
108,3734,08-Dec-09,Kerry,5:19:00 AM,TRUE,Tuanan,adult female with dependent,,0.363,,1.012,Female,2.77,Low,0.012,30.25
133,,16-Jan-10,Kerry,7:35:00 AM,FALSE,Tuanan,adult female with dependent,,0.445,,1.012,Female,2.16,Low,0.012,37.08333333
85,3647,04-Nov-09,Kerry,5:01:00 AM,TRUE,Tuanan,adult female with dependent,,0.479,,1.026,Female,3.92,High,0.026,18.42307692
122,3775,11-Jan-10,Kerry,10:01:00 AM,FALSE,Tuanan,adult female with dependent,,0.549,,1.027,Female,2.16,Low,0.027,20.33333333
66,3636,31-Oct-09,Kerry,6:20:00 AM,FALSE,Tuanan,adult female with dependent,,0.598,,1.023,Female,4.19,High,0.023,26
105,3727,07-Dec-09,Kerry,10:18:00 AM,FALSE,Tuanan,adult female with dependent,,0.633,,1.017,Female,2.77,Low,0.017,37.23529412
82,3645,03-Nov-09,Kerry,1:01:00 PM,FALSE,Tuanan,adult female with dependent,,0.772,,1.021,Female,3.92,High,0.021,36.76190476
62,3628,29-Oct-09,Kerry,12:07:00 PM,FALSE,Tuanan,adult female with dependent,,0.783,,1.023,Female,4.19,High,0.023,34.04347826
81,3645,03-Nov-09,Kerry,9:40:00 AM,FALSE,Tuanan,adult female with dependent,,0.96,,1.024,Female,3.92,High,0.024,40
86,,05-Nov-09,Kerry,5:13:00 AM,TRUE,Tuanan,adult female with dependent,,1.209,,1.03,Female,3.92,High,0.03,40.3
153,3814,24-Jan-10,Kerry,5:25:00 AM,TRUE,Tuanan,adult female with dependent,,1.42,,1.03,Female,2.16,Low,0.03,47.33333333
17,3454,08-Jun-09,Kerry,5:13:00 AM,TRUE,Tuanan,adult female with dependent,,1.704,,1.039,Female,2.16,Low,0.039,43.69230769
VTU025,5193,30-Aug-12,Kerry,5:30:00 AM,TRUE,Tuanan,adult female with dependent,10-Sep-13,0.189781022,N/A,,Female,2.3,Low,#VALUE!,#VALUE!
1190,7951,24-May-16,Kiki,4:58:00 AM,TRUE,Tuanan,adult unflanged male,17-Jun-19,0.578,0.7,1.023,Male,0.505801845,Low,0.023,25.13043478
775,6777,19-Jan-15,Kino,5:31:00 AM,TRUE,Tuanan,independent immature (older juvs),01-Nov-16,0.515,2.4,1.023,Male,5.391,High,0.023,22.39130435
1301,8247,11-Aug-16,Kino,4:52:00 AM,TRUE,Tuanan,independent immature (older juvs),18-Jul-19,0.353,3.5,1.039,Male,0.478755236,Low,0.039,9.051282051
VTU023,5191,29-Aug-12,Kino,5:12:00 AM,TRUE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),17-Oct-13,0.397849462,3.774421332,1.024,Male,2.3,Low,0.024,16.57706093
781,6785,21-Jan-15,Kino,5:42:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-16,1.945,4,1.05,Male,5.391,High,0.05,38.9
729,,19-Oct-14,Kino,4:42:00 AM,TRUE,Tuanan,semi-independent immature (juveniles),15-Oct-15,0.288,14.5,1.019,Male,4.224502112,High,0.019,15.15789474
277,5018,25-Jun-12,Kondor,9:33:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.564,0.1,1.021,Female,1.31,Low,0.021,26.85714286
1224,8077,26-Jun-16,Kondor,5:27:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.409,0.2,1.016,Female,0.623515439,Low,0.016,25.5625
1298,8234,08-Aug-16,Kondor,4:37:00 AM,TRUE,Tuanan,adult female with dependent,18-Jul-19,0.396,0.5,1.032,Female,0.478755236,Low,0.032,12.375
1302,8250,11-Aug-16,Kondor,4:41:00 AM,TRUE,Tuanan,adult female with dependent,28-Oct-19,0.514,0.8,1.044,Female,0.478755236,Low,0.044,11.68181818
291,5264,09-Oct-12,Kondor,7:54:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.555,0.9,1.024,Female,6.55,High,0.024,23.125
411,5600,06-Jul-13,Kondor,5:02:00 AM,TRUE,Tuanan,adult female with dependent,27-Apr-15,0.616,0.9,1.019,Female,3,Low,0.019,32.42105263
VTU003,5147,07-Aug-12,Kondor,6:18:00 AM,FALSE,Tuanan,adult female with dependent,15-Oct-13,0.866268657,1.068598331,1.017,Female,2.3,Low,0.017,50.95697981
902,7130,12-Jun-15,Kondor,5:28:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-19,0.854,1.2,1.026,Female,2.569,Low,0.026,32.84615385
783,6799,26-Jan-15,Kondor,5:18:00 AM,TRUE,Tuanan,adult female no dependent,04-Feb-17,0.886,1.2,1.014,Female,5.391,High,0.014,63.28571429
785,6805,29-Jan-15,Kondor,5:29:00 AM,TRUE,Tuanan,adult female no dependent,04-Feb-17,1.66,1.2,1.024,Female,5.391,High,0.024,69.16666667
132,3791,16-Jan-10,Kondor,5:17:00 AM,TRUE,Tuanan,independent immature (older juvs),,0.572,1.5,1.013,Female,2.16,Low,0.013,44
308,5331,10-Nov-12,Kondor,10:23:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.586,1.5,1.02,Female,10.05,High,0.02,29.3
903,7132,13-Jun-15,Kondor,5:32:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-19,0.819,1.5,1.025,Female,2.569,Low,0.025,32.76
278,5024,28-Jun-12,Kondor,2:40:00 PM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.987,1.5,1.031,Female,1.31,Low,0.031,31.83870968
521,6008,20-Jan-14,Kondor,6:19:00 AM,FALSE,Tuanan,adult female with dependent,29-Apr-15,0.607,1.6,1.013,Female,6.146572104,High,0.013,46.69230769
839,7007,27-Apr-15,Kondor,4:53:00 AM,TRUE,Tuanan,adult female with dependent,30-Aug-19,0.089,1.7,1.016,Female,2.186,Low,0.016,5.5625
575,6200,09-May-14,Kondor,5:13:00 AM,TRUE,Tuanan,adult female with dependent,20-May-15,0.32,1.7,1.016,Female,2.699460108,Low,0.016,20
268,4638,17-Oct-11,Kondor,,FALSE,Tuanan,independent immature (older juvs),08-Apr-15,0.327,1.8,1.099,Female,5.67,High,0.099,3.303030303
748,6660,24-Nov-14,Kondor,11:03:00 AM,FALSE,Tuanan,adult female with dependent,15-Oct-15,0.432,1.8,1.025,Female,5.743651753,High,0.025,17.28
1098,7730,20-Feb-16,Kondor,4:35:00 AM,TRUE,Tuanan,adult female with dependent,28-Oct-19,0.462,1.9,1.025,Female,1.086637298,Low,0.025,18.48
907,7135,15-Jun-15,Kondor,5:43:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-19,0.835,1.9,1.036,Female,2.569,Low,0.036,23.19444444
269,4640,19-Oct-11,Kondor,5:08:00 AM,TRUE,Tuanan,independent immature (older juvs),08-Apr-15,0.191,2.1,1.028,Female,5.67,High,0.028,6.821428571
1380,8801,15-Mar-17,Kondor,5:13:00 AM,TRUE,Tuanan,adult female no dependent,17-Mar-20,0.384,2.1,1.016,Female,1.814268143,Low,0.016,24
500,5856,01-Nov-13,Kondor,7:59:00 AM,FALSE,Tuanan,independent immature (older juvs),27-Apr-15,0.458,2.1,1.062,Female,7.26,High,0.062,7.387096774
900,7128,11-Jun-15,Kondor,5:42:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-19,0.858,2.1,1.034,Female,2.569,Low,0.034,25.23529412
1523,9172,14-Sep-17,Kondor,5:14:00 AM,FALSE,Tuanan,adult female with dependent,10-Apr-20,0.942,2.1,1.022,Female,3.320012296,Low,0.022,42.81818182
1481,9053,23-Jul-17,Kondor,4:34:00 AM,TRUE,Tuanan,adult female no dependent,08-Apr-20,0.799,2.2,1.038,Female,3.214731586,Low,0.038,21.02631579
782,6792,23-Jan-15,Kondor,5:34:00 AM,TRUE,Tuanan,adult female no dependent,04-Feb-17,2.134,2.2,1.046,Female,5.391,High,0.046,46.39130435
284,5149,08-Aug-12,Kondor,5:24:00 AM,TRUE,Tuanan,adult female with dependent,08-Apr-15,"1.28
 
 
1.28",2.2,1.038,Female,2.3,Low,0.038,33.68421053
VTU004,5147,07-Aug-12,Kondor,1:29:00 PM,FALSE,Tuanan,adult female with dependent,15-Oct-13,0.328208955,2.266055501,,Female,2.3,Low,,
338,5432,13-Feb-13,Kondor,5:16:00 AM,TRUE,Tuanan,adult female with dependent,,0.401,2.3,1.036,Female,7.37,High,0.036,11.13888889
267,4636,15-Oct-11,Kondor,4:49:00 AM,TRUE,Tuanan,independent immature (older juvs),08-Apr-15,0.676,2.3,1.024,Female,5.67,High,0.024,28.16666667
1183,7929,21-May-16,Kondor,5:01:00 AM,TRUE,Tuanan,adult female with dependent,28-Oct-19,0.189,2.5,1.008,Female,0.505801845,Low,0.008,23.625
906,7133,14-Jun-15,Kondor,5:37:00 AM,TRUE,Tuanan,adult female with dependent,01-Nov-19,0.854,2.5,1.037,Female,2.569,Low,0.037,23.08108108
1300,8234,09-Aug-16,Kondor,5:05:00 AM,TRUE,Tuanan,adult female with dependent,18-Jul-19,0.385,2.7,1.032,Female,0.478755236,Low,0.032,12.03125
566,6161,21-Apr-14,Kondor,5:15:00 AM,TRUE,Tuanan,adult female no dependent,20-May-15,0.723,2.7,1.023,Female,1.916167665,Low,0.023,31.43478261
VTU006,N/A,10-Aug-12,Kondor,5:16:00 AM,TRUE,Tuanan,adult female with dependent,18-Mar-15,0.498059701,2.8,,Female,2.3,Low,,
644,6394,14-Jul-14,Kondor,12:29:00 PM,FALSE,Tuanan,independent immature (older juvs),20-May-15,0.894,2.8,1.024,Female,3.427540589,Low,0.024,37.25
1198,8002,05-Jun-16,Kondor,5:10:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.091,2.9,1.012,Female,0.505801845,Low,0.012,7.583333333
1095,7724,18-Feb-16,Kondor,5:38:00 AM,TRUE,Tuanan,adult female with dependent,28-Oct-19,0.321,2.9,1.018,Female,1.086637298,Low,0.018,17.83333333
1206,8023,09-Jun-16,Kondor,5:30:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.2,3,1.013,Female,0.623515439,Low,0.013,15.38461538
634,6369,06-Jun-14,Kondor,5:24:00 AM,TRUE,Tuanan,adult female no dependent,20-May-15,0.608,3,1.02,Female,3.126879134,Low,0.02,30.4
565,6157,20-Apr-14,Kondor,7:06:00 AM,FALSE,Tuanan,adult female with dependent,20-May-15,0.324,3.2,1.016,Female,1.916167665,Low,0.016,20.25
1525,9178,15-Sep-17,Kondor,5:15:00 AM,FALSE,Tuanan,adult female with dependent,10-Apr-20,0.614,3.2,1.029,Female,3.320012296,Low,0.029,21.17241379
1097,7727,19-Feb-16,Kondor,4:33:00 AM,TRUE,Tuanan,adult female with dependent,24-Jun-19,0.416,3.7,1.023,Female,1.086637298,Low,0.023,18.08695652
270,4640,19-Oct-11,Kondor,9:39:00 AM,FALSE,Tuanan,independent immature (older juvs),08-Apr-15,0.49,3.7,1.026,Female,5.67,High,0.026,18.84615385
271,4642,20-Oct-11,Kondor,11:49:00 AM,FALSE,Tuanan,independent immature (older juvs),08-Apr-15,0.495,4.1,1.027,Female,5.67,High,0.027,18.33333333
285,5149,08-Aug-12,Kondor,10:15:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.507,4.2,1.032,Female,2.3,Low,0.032,15.84375
VTU048,5264,09-Oct-12,Kondor,7:54:00 AM,FALSE,Tuanan,adult female with dependent,18-Mar-15,0.567,4.5,1.025,Female,6.55,High,0.025,22.68
VTU085,5432,13-Feb-13,Kondor,5:16:00 AM,TRUE,Tuanan,adult female with dependent,21-Mar-14,0.506,5.08509152,1.012,Female,7.37,High,0.012,42.16666667
518,6000,16-Jan-14,Kondor,1:43:00 PM,FALSE,Tuanan,adult female with dependent,29-Apr-15,0.073,5.1,1.056,Female,6.146572104,High,0.056,1.303571429
519,6004,12-Jan-14,Kondor,9:03:00 AM,FALSE,Tuanan,adult female with dependent,29-Apr-15,0.152,6.3,1.04,Female,6.146572104,High,0.04,3.8
1197,7983,02-Jun-16,Kondor,4:35:00 AM,TRUE,Tuanan,adult female with dependent,14-Jun-19,0.086,6.5,1.011,Female,0.623515439,Low,0.011,7.818181818
1099,7732,21-Feb-16,Kondor,4:54:00 AM,TRUE,Tuanan,adult female with dependent,24-Jun-19,0.466,6.9,1.021,Female,1.086637298,Low,0.021,22.19047619
VTU005,5152,09-Aug-12,Kondor,5:24:00 AM,TRUE,Tuanan,adult female with dependent,15-Oct-13,1.827,9.903996753,1.016,Female,2.3,Low,0.016,114.1875
279,5035,02-Jul-12,Kondor,6:28:00 AM,FALSE,Tuanan,adult female with dependent,08-Apr-15,0.113,10.3,1.036,Female,2.53,Low,0.036,3.138888889
1094,7722,17-Feb-16,Kondor,5:04:00 AM,TRUE,Tuanan,adult female with dependent,24-Jun-19,0.317,14.4,1.016,Female,1.086637298,Low,0.016,19.8125
2,,24-Jan-09,Kondor,5:00:00 AM,TRUE,Tuanan,independent immature (older juvs),,0.096,,1.002,Female,10.59,High,0.002,48
106,3730,07-Dec-09,Kondor,3:27:00 PM,FALSE,Tuanan,independent immature (older juvs),,0.111,,1.003,Female,2.77,Low,0.003,37
88,3651,06-Nov-09,Kondor,9:55:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.162,,1.008,Female,3.92,High,0.008,20.25
63,3632,30-Oct-09,Kondor,8:48:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.184,,1.01,Female,4.19,High,0.01,18.4
89,3651,06-Nov-09,Kondor,11:35:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.185,,1.01,Female,3.92,High,0.01,18.5
116,3756,20-Dec-09,Kondor,8:40:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.23,,1.007,Female,2.77,Low,0.007,32.85714286
125,3777,12-Jan-10,Kondor,12:33:00 PM,FALSE,Tuanan,independent immature (older juvs),,0.271,,1.007,Female,2.16,Low,0.007,38.71428571
117,3756,20-Dec-09,Kondor,4:58:00 AM,TRUE,Tuanan,independent immature (older juvs),,0.276,,1.008,Female,2.77,Low,0.008,34.5
76,3641,02-Nov-09,Kondor,8:50:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.281,,1.016,Female,3.92,High,0.016,17.5625
91,3658,09-Nov-09,Kondor,1:09:00 PM,FALSE,Tuanan,independent immature (older juvs),,0.285,,1.016,Female,3.92,High,0.016,17.8125
126,3781,13-Jan-10,Kondor,5:13:00 AM,TRUE,Tuanan,independent immature (older juvs),,0.296,,1.008,Female,2.16,Low,0.008,37
149,3809,22-Jan-10,Kondor,8:28:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.296,,1.012,Female,2.16,Low,0.012,24.66666667
152,3813,24-Jan-10,Kondor,9:52:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.349,,1.012,Female,2.16,Low,0.012,29.08333333
87,3650,05-Nov-09,Kondor,6:56:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.357,,1.018,Female,3.92,High,0.018,19.83333333
142,3797,18-Jan-10,Kondor,8:14:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.424,,1.012,Female,2.16,Low,0.012,35.33333333
151,3813,24-Jan-10,Kondor,5:18:00 AM,TRUE,Tuanan,independent immature (older juvs),,0.44,,1.011,Female,2.16,Low,0.011,40
75,3638,01-Nov-09,Kondor,4:49:00 AM,TRUE,Tuanan,adult female no dependent,,0.442,,1.014,Female,3.92,High,0.014,31.57142857
131,3791,16-Jan-10,Kondor,7:21:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.452,,1.012,Female,2.16,Low,0.012,37.66666667
80,3644,03-Nov-09,Kondor,3:17:00 PM,FALSE,Tuanan,independent immature (older juvs),,0.464,,1.016,Female,3.92,High,0.016,29
143,3797,18-Jan-10,Kondor,9:48:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.482,,1.014,Female,2.16,Low,0.014,34.42857143
70,3638,01-Nov-09,Kondor,3:16:00 PM,FALSE,Tuanan,independent immature (older juvs),,0.537,,1.022,Female,3.92,High,0.022,24.40909091
138,3795,17-Jan-10,Kondor,5:29:00 AM,TRUE,Tuanan,independent immature (older juvs),,0.55,,1.016,Female,2.16,Low,0.016,34.375
78,3644,03-Nov-09,Kondor,8:56:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.563,,1.021,Female,3.92,High,0.021,26.80952381
146,3804,20-Jan-10,Kondor,5:30:00 AM,TRUE,Tuanan,independent immature (older juvs),,0.592,,1.014,Female,2.16,Low,0.014,42.28571429
124,3776,11-Jan-10,Kondor,11:27:00 AM,FALSE,Tuanan,independent immature (older juvs),,0.631,,1.017,Female,2.16,Low,0.017,37.11764706
150,3811,23-Jan-10,Kondor,12:51:00 PM,FALSE,Tuanan,independent immature (older juvs),,0.697,,1.016,Female,2.16,Low,0.016,43.5625
123,3776,11-Jan-10,Kondor,5:19:00 AM,TRUE,Tuanan,independent immature (older juvs),,0.704,,1.018,Female,2.16,Low,0.018,39.11111111
79,3644,03-Nov-09,Kondor,1:19:00 PM,FALSE,Tuanan,independent immature (older juvs),,1.129,,1.035,Female,3.92,High,0.035,32.25714286
97,3685,22-Nov-09,Kondor,8:01:00 AM,FALSE,Tuanan,independent immature (older juvs),30-Mar-14,1.485881,,,Female,3.92,High,,
VTU064,N/A,25-Nov-12,Mawas,4:39:00 AM,TRUE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),17-Oct-13,0.446236559,0.127790382,,Female,10.05,High,,
1393,8840,06-Apr-17,Mawas,7:46:00 AM,FALSE,Tuanan,independent immature (older juvs),24-Mar-20,0.206,0.2,1.012,Female,1.416256158,Low,0.012,17.16666667
545,6111,05-Apr-14,Mawas,5:20:00 AM,TRUE,Tuanan,semi-independent immature (juveniles),29-Apr-15,0.499,0.2,1.034,Female,1.916167665,Low,0.034,14.67647059
1435,8939,20-May-17,Mawas,5:13:00 AM,TRUE,Tuanan,independent immature (older juvs),03-Apr-20,0.351,0.6,1.012,Female,2.866831073,Low,0.012,29.25
319,,25-Nov-12,Mawas,4:39:00 AM,TRUE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),08-Apr-15,0.423,0.7,1.042,Female,10.05,High,0.042,10.07142857
1437,8942,21-May-17,Mawas,5:16:00 AM,TRUE,Tuanan,independent immature (older juvs),03-Apr-20,0.347,0.8,1.012,Female,2.866831073,Low,0.012,28.91666667
1150,7853,01-May-16,Mawas,5:14:00 AM,TRUE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),17-Jun-19,0.187,0.9,1.02,Female,0.505801845,Low,0.02,9.35
461,5720,31-Aug-13,Mawas,5:45:00 AM,FALSE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),18-Mar-15,1.289,1,1.02,Female,3.12,Low,0.02,64.45
1229,8093,01-Jul-16,Mawas,5:32:00 AM,TRUE,Tuanan,independent immature (older juvs),18-Jul-19,0.553,1.1,1.037,Female,0.269784173,Low,0.037,14.94594595
1491,9085,05-Aug-17,Mawas,5:01:00 AM,TRUE,Tuanan,independent immature (older juvs),10-Apr-20,1.235,1.3,1.032,Female,"2.646153846
3.320012296
4.160246533
3.658161697
4.149765991
3.427672956
2.893991821
3.68503937
2.64615",Low,0.032,38.59375
630,6333,27-Jun-14,Mawas,12:03:00 PM,FALSE,Tuanan,adult female with dependent,20-May-15,0.253,1.4,1.01,Female,3.126879134,Low,0.01,25.3
538,6096,30-Mar-14,Mawas,5:20:00 AM,TRUE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),29-Apr-15,0.344,1.5,1.02,Female,3.973902728,Low,0.02,17.2
1225,8080,27-Jun-16,Mawas,11:29:00 AM,FALSE,Tuanan,semi-independent immature (juveniles),14-Jun-19,0.335,1.6,,Female,0.623515439,Low,,
1432,8935,19-May-17,Mawas,5:00:00 AM,TRUE,Tuanan,independent immature (older juvs),03-Apr-20,0.467,1.6,1.019,Female,2.866831073,Low,0.019,24.57894737
1102,7743,26-Feb-16,Mawas,4:28:00 AM,TRUE,Tuanan,semi-independent immature (juveniles),28-Oct-19,0.063,2,1.016,Female,1.086637298,Low,0.016,3.9375
509,,19-Dec-13,Mawas,5:13:00 AM,TRUE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),29-Apr-15,0.405,2,1.012,Female,8.14,High,0.012,33.75
1388,8838,04-Apr-17,Mawas,5:13:00 AM,TRUE,Tuanan,independent immature (older juvs),24-Mar-20,0.738,2.3,1.022,Female,1.416256158,Low,0.022,33.54545455
507,,16-Dec-13,Mawas,4:51:00 AM,TRUE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),29-Apr-15,0.205,2.5,1.011,Female,8.14,High,0.011,18.63636364
VTU053,5301,22-Oct-12,Mawas,6:05:00 AM,FALSE,,dependent immature non-clinging infant (4yrs-weaned),03-Jan-13,1.103278689,2.62669681,,Female,6.55,High,,
1490,9077,03-Aug-17,Mawas,5:06:00 AM,TRUE,Tuanan,independent immature (older juvs),10-Apr-20,0.828,3.1,1.031,Female,"2.646153846
3.320012296
4.160246533
3.658161697
4.149765991
3.427672956
2.893991821
3.68503937
2.64615",Low,0.031,26.70967742
1232,8097,02-Jul-16,Mawas,5:31:00 AM,TRUE,Tuanan,independent immature (older juvs),18-Jul-19,0.254,4,1.024,Female,0.269784173,Low,0.024,10.58333333
301,5296,21-Oct-12,Mawas,5:26:00 AM,TRUE,Tuanan,dependent immature non-clinging infant (4yrs-weaned),08-Apr-15,0.1,4.2,1.007,Female,6.55,High,0.007,14.28571429
1104,7748,29-Feb-16,Mawas,11:14:00 AM,FALSE,Tuanan,semi-independent immature (juveniles),24-Jun-19,0.297,5.1,1.029,Female,1.086637298,Low,0.029,10.24137931
